photos,index,class instances,xmid,ymid,xmin,ymin,xmax,ymax,iwidth,iheight,class,valid,train,test
G0013863_14,522,10,252.0,286.0,234.0,270.0,270.0,302.0,512.0,512.0,container,False,True,False
G0013863_14,523,11,325.0,93.5,302.0,73.0,348.0,114.0,512.0,512.0,flower pot,False,True,False
G0013863_14,524,12,221.5,448.0,202.0,432.0,241.0,464.0,512.0,512.0,container,False,True,False
G0013863_14,525,13,219.0,451.0,199.0,429.0,239.0,473.0,512.0,512.0,pot,False,True,False
G0024059_1,526,1,327.5,108.0,174.0,39.0,481.0,177.0,512.0,512.0,car,False,False,True
DJI_0205_16,527,1,274.5,54.0,259.0,41.0,290.0,67.0,500.0,500.0,container,False,True,False
G0024056_15,528,1,121.0,229.0,1.0,108.0,241.0,350.0,512.0,512.0,car,False,True,False
DJI_0035_16,529,1,88.0,80.0,1.0,47.0,175.0,113.0,512.0,512.0,ladder,False,False,True
DJI_0035_16,530,2,97.0,41.5,16.0,22.0,178.0,61.0,512.0,512.0,ladder,False,False,True
G0024063_13,531,1,369.5,471.5,358.0,459.0,381.0,484.0,512.0,512.0,container,False,True,False
DJI_0001_25,532,1,447.0,405.0,440.0,397.0,454.0,413.0,512.0,512.0,flower pot,True,False,False
DJI_0001_25,533,2,381.5,427.0,369.0,415.0,394.0,439.0,512.0,512.0,pot,True,False,False
G0013865_8,534,1,451.0,417.5,419.0,385.0,483.0,450.0,512.0,512.0,toy,False,True,False
G0013865_8,535,2,349.0,102.5,299.0,42.0,399.0,163.0,512.0,512.0,table,False,True,False
G0036452_21,536,1,247.0,153.5,231.0,140.0,263.0,167.0,512.0,464.0,container,False,True,False
G0036452_21,537,2,405.0,145.0,393.0,132.0,417.0,158.0,512.0,464.0,container,False,True,False
G0036452_21,538,3,411.5,189.5,401.0,177.0,422.0,202.0,512.0,464.0,container,False,True,False
G0036452_21,539,4,212.5,42.0,200.0,29.0,225.0,55.0,512.0,464.0,flower pot,False,True,False
G0036452_21,540,5,235.5,40.0,220.0,27.0,251.0,53.0,512.0,464.0,pot,False,True,False
G0036452_21,541,6,264.5,36.5,251.0,22.0,278.0,51.0,512.0,464.0,pot,False,True,False
G0036452_21,542,7,289.5,32.0,275.0,18.0,304.0,46.0,512.0,464.0,pot,False,True,False
G0036452_21,543,8,313.5,17.5,300.0,7.0,327.0,28.0,512.0,464.0,pot,False,True,False
G0036464_14,544,2,295.5,330.0,275.0,296.0,316.0,364.0,512.0,512.0,container,False,True,False
G0036464_14,545,3,328.0,333.0,301.0,292.0,355.0,374.0,512.0,512.0,container,False,True,False
G0024089_23,546,1,285.0,219.0,265.0,196.0,305.0,242.0,440.0,464.0,trash bin,False,True,False
G0024089_23,547,2,289.0,224.5,268.0,204.0,310.0,245.0,440.0,464.0,container,False,True,False
G0024071_2,548,1,133.5,315.0,1.0,123.0,266.0,507.0,512.0,512.0,umbrella,False,True,False
DJI_0320_16,549,1,421.0,256.5,330.0,57.0,512.0,456.0,512.0,512.0,clutter,False,True,False
DJI_0320_16,550,2,402.0,314.0,359.0,187.0,445.0,441.0,512.0,512.0,ladder,False,True,False
DJI_0320_16,551,3,493.5,307.5,475.0,177.0,512.0,438.0,512.0,512.0,ladder,False,True,False
G0024053_8,552,1,272.5,243.5,172.0,117.0,373.0,370.0,512.0,512.0,car,False,True,False
G0036538_19,553,1,120.0,335.0,97.0,311.0,143.0,359.0,512.0,464.0,container,False,True,False
DJI_0007_9,554,1,479.5,445.0,451.0,413.0,508.0,477.0,512.0,512.0,trash bin,False,True,False
G0024088_1,555,1,89.0,245.0,1.0,166.0,177.0,324.0,512.0,512.0,car,False,False,True
DJI_0125_37,556,1,465.0,106.5,437.0,78.0,493.0,135.0,500.0,500.0,trash bin,False,False,True
DJI_0125_37,557,2,467.5,64.0,441.0,35.0,494.0,93.0,500.0,500.0,trash bin,False,False,True
G0024087_5,558,2,174.0,295.0,146.0,270.0,202.0,320.0,440.0,512.0,container,True,False,False
G0024087_5,559,3,175.0,300.5,144.0,270.0,206.0,331.0,440.0,512.0,toy,True,False,False
G0024044_21,560,1,11.5,218.0,1.0,206.0,22.0,230.0,512.0,464.0,container,False,True,False
DJI_0110_41,561,1,218.0,196.5,177.0,147.0,259.0,246.0,500.0,500.0,trash bin,True,False,False
DJI_0110_41,562,2,80.0,344.5,42.0,306.0,118.0,383.0,500.0,500.0,trash bin,True,False,False
DJI_0110_41,563,3,100.5,410.5,62.0,382.0,139.0,439.0,500.0,500.0,trash bin,True,False,False
G0024080_22,564,1,69.0,165.5,1.0,117.0,137.0,214.0,512.0,464.0,table,True,False,False
G0013849_2,565,1,117.5,387.0,1.0,264.0,234.0,510.0,512.0,512.0,porch,False,True,False
G0013849_2,566,2,32.0,321.0,1.0,302.0,63.0,340.0,512.0,512.0,flower pot,False,True,False
G0013849_2,567,3,166.0,348.5,149.0,326.0,183.0,371.0,512.0,512.0,flower pot,False,True,False
G0024084_9,568,1,272.0,349.0,190.0,206.0,354.0,492.0,512.0,512.0,car,False,True,False
G0024084_9,569,2,76.5,354.0,1.0,198.0,152.0,510.0,512.0,512.0,car,False,True,False
G0024084_9,570,3,371.0,40.5,354.0,26.0,388.0,55.0,512.0,512.0,container,False,True,False
G0024084_9,571,4,377.0,15.5,359.0,1.0,395.0,30.0,512.0,512.0,container,False,True,False
DJI_0304_18,572,1,296.5,253.0,187.0,129.0,406.0,377.0,512.0,512.0,umbrella,False,True,False
DJI_0026_10,573,1,251.0,375.0,223.0,334.0,279.0,416.0,512.0,512.0,gutter,True,False,False
DJI_0175_24,574,2,198.0,348.0,1.0,201.0,395.0,495.0,500.0,500.0,no larvae,False,True,False
DJI_0031_38,575,1,466.5,305.5,421.0,255.0,512.0,356.0,512.0,512.0,air conditioner,False,True,False
DJI_0021_1,576,1,227.0,240.0,1.0,2.0,453.0,478.0,512.0,512.0,porch,False,True,False
DJI_0324_8,577,1,143.5,467.0,104.0,436.0,183.0,498.0,512.0,512.0,flower pot,True,False,False
DJI_0111_24,578,1,188.5,476.5,117.0,453.0,260.0,500.0,500.0,500.0,tarp,False,True,False
G0024070_4,579,1,359.0,124.5,208.0,1.0,510.0,248.0,512.0,512.0,umbrella,False,True,False
G0024032_18,580,1,402.5,226.5,395.0,220.0,410.0,233.0,512.0,464.0,container,False,True,False
G0024032_18,581,2,407.0,245.0,402.0,239.0,412.0,251.0,512.0,464.0,container,False,True,False
G0013846_16,582,1,181.5,91.5,168.0,73.0,195.0,110.0,512.0,512.0,container,False,False,True
G0013846_16,583,2,165.0,88.5,147.0,75.0,183.0,102.0,512.0,512.0,container,False,False,True
G0024085_11,584,1,348.0,168.5,334.0,151.0,362.0,186.0,440.0,512.0,container,False,True,False
G0024085_11,585,2,349.0,164.0,334.0,148.0,364.0,180.0,440.0,512.0,flower pot,False,True,False
G0024085_11,586,3,294.5,348.0,245.0,299.0,344.0,397.0,440.0,512.0,table,False,True,False
DJI_0309_18,587,1,261.0,268.0,238.0,259.0,284.0,277.0,512.0,512.0,flower pot,False,True,False
G0024039_5,588,1,82.5,291.5,1.0,230.0,164.0,353.0,440.0,512.0,car,False,True,False
G0024039_5,589,2,242.5,85.5,178.0,1.0,307.0,170.0,440.0,512.0,car,False,True,False
DJI_0099_46,590,1,238.0,162.0,1.0,1.0,475.0,323.0,500.0,500.0,porch,False,True,False
DJI_0139_17,591,1,346.5,470.0,311.0,441.0,382.0,499.0,500.0,500.0,trash bin,False,True,False
DJI_0139_17,592,2,311.5,444.0,276.0,415.0,347.0,473.0,500.0,500.0,trash bin,False,True,False
DJI_0139_17,593,3,291.5,368.0,256.0,339.0,327.0,397.0,500.0,500.0,trash bin,False,True,False
DJI_0139_17,594,4,245.0,403.0,201.0,362.0,289.0,444.0,500.0,500.0,trash,False,True,False
DJI_0139_17,595,5,237.5,346.0,206.0,320.0,269.0,372.0,500.0,500.0,recycling bin,False,True,False
DJI_0139_17,596,6,235.5,344.0,204.0,318.0,267.0,370.0,500.0,500.0,no larvae,False,True,False
DJI_0139_17,597,7,289.5,367.0,258.0,341.0,321.0,393.0,500.0,500.0,no larvae,False,True,False
DJI_0139_17,598,8,247.0,402.5,204.0,362.0,290.0,443.0,500.0,500.0,no larvae,False,True,False
DJI_0139_17,599,9,313.0,442.0,277.0,416.0,349.0,468.0,500.0,500.0,no larvae,False,True,False
DJI_0139_17,600,10,346.0,470.0,310.0,444.0,382.0,496.0,500.0,500.0,no larvae,False,True,False
DJI_0139_17,601,11,286.0,417.0,263.0,394.0,309.0,440.0,500.0,500.0,container,False,True,False
G0013857_10,602,1,64.0,246.5,1.0,69.0,127.0,424.0,512.0,512.0,porch,True,False,False
DJI_0082_2,603,1,210.5,245.0,4.0,1.0,417.0,489.0,500.0,500.0,porch,False,False,True
G0036497_20,604,1,311.5,163.0,301.0,154.0,322.0,172.0,512.0,464.0,container,False,True,False
G0036497_20,605,2,344.5,332.0,320.0,309.0,369.0,355.0,512.0,464.0,air conditioner,False,True,False
G0036497_20,606,3,324.5,410.5,297.0,380.0,352.0,441.0,512.0,464.0,air conditioner,False,True,False
G0036497_20,607,4,185.5,72.5,167.0,54.0,204.0,91.0,512.0,464.0,bird bath,False,True,False
G0036497_20,608,5,311.5,123.5,150.0,1.0,473.0,246.0,512.0,464.0,porch,False,True,False
G0024032_10,609,1,405.5,140.5,335.0,88.0,476.0,193.0,512.0,512.0,basketball,False,True,False
G0024040_8,610,1,266.0,78.5,156.0,15.0,376.0,142.0,512.0,512.0,car,False,False,True
G0024031_6,611,1,296.5,184.0,285.0,172.0,308.0,196.0,512.0,512.0,container,True,False,False
G0024051_15,612,1,406.0,135.0,402.0,129.0,410.0,141.0,512.0,512.0,container,False,True,False
G0024051_15,613,2,393.0,138.5,388.0,133.0,398.0,144.0,512.0,512.0,container,False,True,False
G0024076_11,614,1,426.5,238.0,413.0,223.0,440.0,253.0,440.0,512.0,container,False,True,False
DJI_0326_4,615,1,273.0,22.0,187.0,1.0,359.0,43.0,512.0,512.0,toy,False,True,False
DJI_0326_4,616,2,271.0,22.0,185.0,1.0,357.0,43.0,512.0,512.0,kayak,False,True,False
G0024043_16,617,1,137.5,58.0,124.0,44.0,151.0,72.0,512.0,512.0,container,False,True,False
DJI_0230_16,618,1,175.5,331.0,156.0,311.0,195.0,351.0,500.0,500.0,flower pot,False,False,True
DJI_0230_16,619,2,247.0,347.0,193.0,305.0,301.0,389.0,500.0,500.0,basketball,False,False,True
DJI_0117_16,620,1,269.0,59.5,221.0,20.0,317.0,99.0,500.0,500.0,trash bin,False,True,False
DJI_0175_16,621,1,445.0,144.0,410.0,117.0,480.0,171.0,500.0,500.0,trash bin,False,True,False
DJI_0175_16,622,2,468.0,183.5,436.0,158.0,500.0,209.0,500.0,500.0,trash bin,False,True,False
DJI_0307_42,623,1,226.5,137.0,208.0,111.0,245.0,163.0,512.0,440.0,container,False,True,False
G0024018_17,624,2,312.0,332.0,308.0,327.0,316.0,337.0,440.0,512.0,container,False,True,False
G0013849_22,625,1,223.0,87.0,166.0,52.0,280.0,122.0,512.0,464.0,basketball,False,True,False
G0024075_19,626,1,232.0,215.5,205.0,193.0,259.0,238.0,512.0,464.0,container,False,True,False
DJI_0009_17,627,1,369.5,325.0,314.0,268.0,425.0,382.0,512.0,512.0,bird bath,False,True,False
G0024018_3,628,1,104.5,434.0,54.0,356.0,155.0,512.0,512.0,512.0,car,False,True,False
G0024074_7,629,1,154.0,78.0,96.0,28.0,212.0,128.0,512.0,512.0,basketball,False,True,False
DJI_0321_14,630,1,312.5,194.0,289.0,159.0,336.0,229.0,512.0,512.0,container,True,False,False
DJI_0321_14,631,2,356.5,219.0,338.0,186.0,375.0,252.0,512.0,512.0,container,True,False,False
DJI_0140_12,632,1,75.0,407.5,1.0,320.0,149.0,495.0,500.0,500.0,basketball,False,True,False
G0024083_8,633,1,229.5,253.5,63.0,160.0,396.0,347.0,512.0,512.0,car,False,False,True
DJI_0106_32,634,1,281.0,322.0,190.0,241.0,372.0,403.0,500.0,500.0,basketball,False,True,False
G0036561_2,635,1,402.0,325.5,292.0,175.0,512.0,476.0,512.0,512.0,porch,False,True,False
G0036561_2,636,2,469.5,487.0,446.0,462.0,493.0,512.0,512.0,512.0,air conditioner,False,True,False
DJI_0193_20,637,1,256.5,248.5,76.0,1.0,437.0,496.0,500.0,500.0,porch,False,True,False
DJI_0193_20,638,2,258.5,444.5,166.0,389.0,351.0,500.0,500.0,500.0,umbrella,False,True,False
G0036501_3,639,1,116.5,246.0,94.0,224.0,139.0,268.0,512.0,512.0,trash bin,True,False,False
G0036501_3,640,2,128.0,287.5,111.0,273.0,145.0,302.0,512.0,512.0,trash bin,True,False,False
G0036501_3,641,3,130.0,320.5,105.0,293.0,155.0,348.0,512.0,512.0,trash bin,True,False,False
G0036501_3,642,4,104.0,205.5,74.0,183.0,134.0,228.0,512.0,512.0,air conditioner,True,False,False
G0036501_3,643,5,108.5,156.5,75.0,125.0,142.0,188.0,512.0,512.0,air conditioner,True,False,False
G0036550_20,644,1,486.0,127.0,472.0,109.0,500.0,145.0,512.0,464.0,flower pot,False,False,True
DJI_0312_12,645,1,209.0,165.5,1.0,3.0,417.0,328.0,512.0,512.0,porch,False,True,False
G0013878_0,646,1,294.5,292.0,126.0,158.0,463.0,426.0,512.0,512.0,car,False,True,False
DJI_0139_1,647,1,278.0,257.0,200.0,189.0,356.0,325.0,500.0,500.0,toy,False,True,False
DJI_0139_1,648,2,284.0,259.0,205.0,192.0,363.0,326.0,500.0,500.0,no larvae,False,True,False
G0024087_13,649,4,61.5,97.0,52.0,90.0,71.0,104.0,512.0,512.0,container,False,True,False
G0024087_13,650,5,30.5,94.0,21.0,84.0,40.0,104.0,512.0,512.0,container,False,True,False
G0013880_7,651,1,361.0,330.5,267.0,213.0,455.0,448.0,512.0,512.0,umbrella,False,True,False
G0013880_7,652,2,489.0,259.5,470.0,238.0,508.0,281.0,512.0,512.0,container,False,True,False
G0013880_7,653,3,490.0,266.0,472.0,242.0,508.0,290.0,512.0,512.0,pot,False,True,False
G0013880_7,654,6,322.5,204.0,306.0,189.0,339.0,219.0,512.0,512.0,container,False,True,False
DJI_0334_11,655,1,157.5,399.5,141.0,386.0,174.0,413.0,500.0,500.0,container,False,True,False
G0013870_8,656,1,122.5,476.0,100.0,455.0,145.0,497.0,512.0,512.0,trash bin,False,True,False
G0013870_8,657,2,122.0,474.0,103.0,452.0,141.0,496.0,512.0,512.0,container,False,True,False
G0024045_17,658,1,288.5,119.0,139.0,37.0,438.0,201.0,440.0,512.0,car,False,True,False
G0024091_6,659,1,203.0,421.5,83.0,340.0,323.0,503.0,512.0,512.0,car,False,True,False
G0013865_7,660,1,167.5,154.5,32.0,54.0,303.0,255.0,512.0,512.0,car,False,True,False
G0024067_8,661,1,11.0,133.0,1.0,120.0,21.0,146.0,512.0,512.0,container,False,True,False
G0024034_9,662,1,55.5,191.0,45.0,177.0,66.0,205.0,512.0,512.0,container,False,False,True
G0024076_21,663,2,202.0,43.5,182.0,23.0,222.0,64.0,512.0,464.0,flower pot,False,True,False
G0024076_21,664,3,205.5,40.0,189.0,24.0,222.0,56.0,512.0,464.0,container,False,True,False
G0024021_17,665,1,40.0,173.0,22.0,160.0,58.0,186.0,440.0,512.0,trash bin,False,True,False
G0013889_19,666,1,327.0,129.5,274.0,74.0,380.0,185.0,512.0,464.0,table,False,False,True
DJI_0017_9,667,1,416.0,171.0,322.0,1.0,510.0,341.0,512.0,512.0,porch,False,True,False
G0013858_13,668,2,104.5,154.5,1.0,13.0,208.0,296.0,512.0,512.0,porch,False,True,False
G0013858_13,669,3,401.0,56.5,339.0,16.0,463.0,97.0,512.0,512.0,table,False,True,False
G0013858_13,670,4,321.5,264.0,298.0,241.0,345.0,287.0,512.0,512.0,container,False,True,False
G0013858_13,671,5,316.0,266.0,292.0,242.0,340.0,290.0,512.0,512.0,pot,False,True,False
DJI_0023_8,672,1,349.0,355.5,311.0,317.0,387.0,394.0,512.0,512.0,trash bin,False,True,False
DJI_0023_8,673,2,460.0,416.0,408.0,329.0,512.0,503.0,512.0,512.0,toy,False,True,False
DJI_0023_8,674,3,461.5,415.0,411.0,331.0,512.0,499.0,512.0,512.0,kayak,False,True,False
G0024062_19,675,1,312.5,338.0,289.0,312.0,336.0,364.0,512.0,464.0,table,False,True,False
G0024062_19,676,4,332.0,23.5,320.0,9.0,344.0,38.0,512.0,464.0,container,False,True,False
G0024062_7,677,1,345.5,408.5,299.0,370.0,392.0,447.0,512.0,512.0,table,False,True,False
DJI_0298_0,678,1,357.5,403.0,248.0,294.0,467.0,512.0,512.0,512.0,basketball,False,True,False
DJI_0319_25,679,1,213.5,153.5,186.0,125.0,241.0,182.0,512.0,512.0,flower pot,False,True,False
DJI_0319_25,680,2,406.5,409.5,395.0,397.0,418.0,422.0,512.0,512.0,container,False,True,False
G0024084_2,681,1,22.0,256.0,1.0,237.0,43.0,275.0,512.0,512.0,container,False,True,False
G0024084_2,682,2,25.0,230.5,11.0,218.0,39.0,243.0,512.0,512.0,container,False,True,False
G0024084_2,683,3,74.5,466.5,1.0,423.0,148.0,510.0,512.0,512.0,umbrella,False,True,False
G0024017,684,1,1564.5,1049.5,1508.0,925.0,1621.0,1174.0,3000.0,2000.0,car,False,True,False
G0024017,685,2,1324.5,738.0,1259.0,588.0,1390.0,888.0,3000.0,2000.0,car,False,True,False
DJI_0393_19,686,1,193.5,447.0,171.0,427.0,216.0,467.0,500.0,500.0,container,False,True,False
G0036461_21,687,1,219.0,156.5,211.0,149.0,227.0,164.0,512.0,464.0,container,False,False,True
G0036461_21,688,2,412.5,317.0,313.0,210.0,512.0,424.0,512.0,464.0,umbrella,False,False,True
G0024060_8,689,1,160.0,406.5,99.0,301.0,221.0,512.0,512.0,512.0,car,True,False,False
G0024067_13,690,1,419.5,289.5,395.0,264.0,444.0,315.0,512.0,512.0,table,False,True,False
G0024067_13,691,5,320.0,295.0,299.0,270.0,341.0,320.0,512.0,512.0,table,False,True,False
G0024067_13,692,6,139.0,325.0,84.0,308.0,194.0,342.0,512.0,512.0,toy,False,True,False
G0024043_15,693,1,84.5,96.5,67.0,81.0,102.0,112.0,512.0,512.0,container,True,False,False
G0024043_15,694,2,156.5,151.5,139.0,139.0,174.0,164.0,512.0,512.0,container,True,False,False
G0024089_6,695,1,132.5,408.5,11.0,328.0,254.0,489.0,512.0,512.0,car,False,True,False
G0024043_8,696,1,202.0,116.5,68.0,56.0,336.0,177.0,512.0,512.0,car,False,True,False
G0036427_13,697,1,248.0,451.0,130.0,397.0,366.0,505.0,512.0,512.0,porch,False,True,False
G0036427_13,698,2,479.5,103.0,465.0,89.0,494.0,117.0,512.0,512.0,container,False,True,False
G0024036_0,699,1,361.5,395.5,345.0,377.0,378.0,414.0,512.0,512.0,flower pot,True,False,False
G0024068_10,700,2,85.0,354.5,36.0,317.0,134.0,392.0,512.0,512.0,toy,False,True,False
DJI_0069_1,701,1,296.0,200.5,276.0,180.0,316.0,221.0,500.0,500.0,flower pot,False,True,False
DJI_0069_1,702,2,68.0,65.0,35.0,35.0,101.0,95.0,500.0,500.0,flower pot,False,True,False
DJI_0297_10,703,1,206.5,304.0,174.0,272.0,239.0,336.0,512.0,512.0,trash bin,False,True,False
DJI_0297_10,704,2,258.5,299.0,225.0,268.0,292.0,330.0,512.0,512.0,trash bin,False,True,False
DJI_0191_9,705,1,115.5,442.5,98.0,427.0,133.0,458.0,500.0,500.0,flower pot,False,True,False
DJI_0191_9,706,2,86.5,436.5,69.0,421.0,104.0,452.0,500.0,500.0,flower pot,False,True,False
DJI_0191_9,707,3,135.5,401.5,124.0,391.0,147.0,412.0,500.0,500.0,flower pot,False,True,False
DJI_0191_9,708,4,139.5,373.0,128.0,361.0,151.0,385.0,500.0,500.0,flower pot,False,True,False
DJI_0191_9,709,5,96.5,348.0,85.0,336.0,108.0,360.0,500.0,500.0,flower pot,False,True,False
DJI_0191_9,710,6,133.5,349.0,122.0,337.0,145.0,361.0,500.0,500.0,flower pot,False,True,False
DJI_0191_9,711,7,131.5,347.0,120.0,335.0,143.0,359.0,500.0,500.0,larvae,False,True,False
DJI_0390_25,712,1,292.5,258.5,277.0,244.0,308.0,273.0,500.0,500.0,container,False,True,False
DJI_0039_9,713,1,215.0,341.5,30.0,220.0,400.0,463.0,512.0,512.0,toy,True,False,False
DJI_0039_9,714,2,213.0,339.5,28.0,218.0,398.0,461.0,512.0,512.0,kayak,True,False,False
DJI_0039_9,715,3,349.5,205.5,301.0,164.0,398.0,247.0,512.0,512.0,trash bin,True,False,False
DJI_0024_15,716,1,111.0,391.5,60.0,349.0,162.0,434.0,416.0,512.0,trash bin,False,True,False
DJI_0028_33,717,1,317.5,203.0,130.0,29.0,505.0,377.0,512.0,512.0,porch,False,True,False
G0024091_1,718,1,421.0,115.5,405.0,103.0,437.0,128.0,512.0,512.0,container,False,True,False
G0024029_15,719,1,417.5,128.5,370.0,54.0,465.0,203.0,512.0,512.0,toy,False,True,False
G0024029_15,720,3,444.5,270.0,419.0,239.0,470.0,301.0,512.0,512.0,container,False,True,False
G0036428_13,721,2,496.5,332.0,482.0,316.0,511.0,348.0,512.0,512.0,pot,False,True,False
DJI_0038_1,722,1,360.5,169.5,244.0,33.0,477.0,306.0,512.0,512.0,basketball,False,True,False
DJI_0038_1,723,2,176.0,209.5,160.0,194.0,192.0,225.0,512.0,512.0,container,False,True,False
DJI_0038_1,724,3,134.0,213.0,122.0,200.0,146.0,226.0,512.0,512.0,container,False,True,False
DJI_0038_1,725,4,156.5,223.5,140.0,211.0,173.0,236.0,512.0,512.0,container,False,True,False
G0024017_11,726,1,413.5,233.0,409.0,227.0,418.0,239.0,440.0,512.0,container,False,True,False
G0024017_11,727,2,404.5,291.0,400.0,286.0,409.0,296.0,440.0,512.0,container,False,True,False
G0024017_11,728,3,405.5,357.5,401.0,352.0,410.0,363.0,440.0,512.0,container,False,True,False
DJI_0030_4,729,1,52.0,343.0,27.0,311.0,77.0,375.0,512.0,512.0,trash bin,True,False,False
DJI_0030_4,730,2,44.0,393.0,22.0,366.0,66.0,420.0,512.0,512.0,trash bin,True,False,False
G0024060_1,731,1,361.5,127.0,339.0,103.0,384.0,151.0,512.0,512.0,container,False,True,False
G0024060_1,732,2,336.5,29.0,310.0,6.0,363.0,52.0,512.0,512.0,trash bin,False,True,False
G0024060_1,733,3,392.0,75.5,369.0,41.0,415.0,110.0,512.0,512.0,trash bin,False,True,False
G0024060_1,734,4,409.5,349.0,396.0,337.0,423.0,361.0,512.0,512.0,container,False,True,False
G0024060_1,735,7,233.0,427.5,212.0,343.0,254.0,512.0,512.0,512.0,gutter,False,True,False
G0024060_1,736,8,114.5,355.5,1.0,336.0,228.0,375.0,512.0,512.0,gutter,False,True,False
G0036430_21,737,1,253.5,142.0,208.0,99.0,299.0,185.0,512.0,464.0,container,False,True,False
DJI_0293_31,738,1,150.0,165.5,131.0,146.0,169.0,185.0,416.0,512.0,container,False,True,False
DJI_0293_31,739,2,259.5,169.5,249.0,156.0,270.0,183.0,416.0,512.0,container,False,True,False
DJI_0293_31,740,3,279.0,171.5,267.0,157.0,291.0,186.0,416.0,512.0,container,False,True,False
DJI_0293_31,741,4,258.0,133.5,146.0,98.0,370.0,169.0,416.0,512.0,tarp,False,True,False
DJI_0157_39,742,1,280.5,297.0,254.0,260.0,307.0,334.0,500.0,500.0,container,False,True,False
G0036496_9,743,1,318.5,96.0,308.0,87.0,329.0,105.0,512.0,512.0,flower pot,False,True,False
G0036496_9,744,2,202.5,119.0,191.0,108.0,214.0,130.0,512.0,512.0,container,False,True,False
G0036496_9,745,3,348.0,87.0,336.0,74.0,360.0,100.0,512.0,512.0,flower pot,False,True,False
G0024039_20,746,1,371.5,244.0,294.0,172.0,449.0,316.0,512.0,464.0,umbrella,False,True,False
G0024081_1,747,3,294.0,216.0,76.0,1.0,512.0,431.0,512.0,512.0,porch,False,True,False
G0036508_23,748,1,144.0,309.0,121.0,280.0,167.0,338.0,440.0,464.0,trash bin,True,False,False
G0036429_2,749,1,308.0,418.5,295.0,405.0,321.0,432.0,512.0,512.0,flower pot,False,True,False
G0036429_2,750,2,329.0,414.5,319.0,403.0,339.0,426.0,512.0,512.0,flower pot,False,True,False
G0036429_2,751,3,346.0,416.5,340.0,405.0,352.0,428.0,512.0,512.0,flower pot,False,True,False
G0036429_2,752,4,277.5,455.5,270.0,449.0,285.0,462.0,512.0,512.0,flower pot,False,True,False
G0036429_2,753,5,293.5,447.0,285.0,438.0,302.0,456.0,512.0,512.0,flower pot,False,True,False
G0036429_2,754,6,330.5,438.5,321.0,430.0,340.0,447.0,512.0,512.0,flower pot,False,True,False
G0013880_8,755,1,215.0,380.0,198.0,364.0,232.0,396.0,512.0,512.0,toy,False,True,False
G0013880_8,756,2,496.0,298.0,483.0,281.0,509.0,315.0,512.0,512.0,toy,False,True,False
G0024047_13,757,1,144.0,394.5,130.0,379.0,158.0,410.0,512.0,512.0,container,True,False,False
G0024047_13,758,2,222.0,384.0,208.0,369.0,236.0,399.0,512.0,512.0,container,True,False,False
G0013846_1,759,1,354.5,374.5,199.0,237.0,510.0,512.0,512.0,512.0,porch,True,False,False
G0024041_15,760,1,74.5,98.5,41.0,49.0,108.0,148.0,512.0,512.0,trash,False,True,False
DJI_0125_0,761,1,398.5,451.5,364.0,416.0,433.0,487.0,500.0,500.0,trash bin,False,True,False
DJI_0017_24,762,1,469.0,107.0,426.0,70.0,512.0,144.0,512.0,512.0,clutter,True,False,False
DJI_0017_24,763,2,316.0,395.5,294.0,384.0,338.0,407.0,512.0,512.0,toy,True,False,False
DJI_0017_24,764,3,235.0,213.5,220.0,198.0,250.0,229.0,512.0,512.0,toy,True,False,False
DJI_0017_24,765,4,385.5,96.5,361.0,73.0,410.0,120.0,512.0,512.0,toy,True,False,False
DJI_0111_30,766,1,260.5,27.0,233.0,3.0,288.0,51.0,500.0,500.0,trash bin,True,False,False
DJI_0111_30,767,2,298.5,24.5,272.0,1.0,325.0,48.0,500.0,500.0,trash bin,True,False,False
DJI_0111_30,768,3,346.5,15.5,309.0,1.0,384.0,30.0,500.0,500.0,air conditioner,True,False,False
DJI_0001_42,769,1,473.0,269.0,448.0,242.0,498.0,296.0,512.0,440.0,container,False,True,False
G0024055_22,770,1,357.5,274.0,342.0,263.0,373.0,285.0,512.0,464.0,flower pot,False,True,False
G0024055_22,771,2,395.0,255.5,386.0,248.0,404.0,263.0,512.0,464.0,container,False,True,False
DJI_0164_1,772,1,194.0,97.5,115.0,1.0,273.0,194.0,500.0,500.0,porch,False,True,False
G0013859_19,773,1,278.5,161.0,256.0,141.0,301.0,181.0,512.0,464.0,container,False,True,False
G0013845_12,774,1,151.0,407.0,1.0,321.0,301.0,493.0,512.0,512.0,car,True,False,False
G0036464_20,775,1,239.0,370.5,215.0,345.0,263.0,396.0,512.0,464.0,toy,True,False,False
G0036464_20,776,2,146.5,371.5,122.0,348.0,171.0,395.0,512.0,464.0,toy,True,False,False
G0036464_20,777,3,88.0,246.0,54.0,190.0,122.0,302.0,512.0,464.0,toy,True,False,False
G0036464_20,778,4,54.5,195.0,29.0,151.0,80.0,239.0,512.0,464.0,toy,True,False,False
G0036464_20,779,5,442.5,28.0,418.0,3.0,467.0,53.0,512.0,464.0,toy,True,False,False
DJI_0129_15,780,1,250.0,179.5,199.0,130.0,301.0,229.0,500.0,500.0,air conditioner,False,False,True
DJI_0129_15,781,2,55.0,155.5,6.0,120.0,104.0,191.0,500.0,500.0,trash,False,False,True
G0024060_10,782,1,289.5,269.0,270.0,251.0,309.0,287.0,512.0,512.0,container,False,True,False
G0024060_10,783,2,288.5,306.5,265.0,285.0,312.0,328.0,512.0,512.0,container,False,True,False
