photos,class,class instances,xmid,ymid,xmin,ymin,xmax,ymax,iwidth,iheight,valid
G0024062_7,chair,2,341.0,358.0,313.0,339.0,369.0,377.0,512.0,512.0,False
G0024062_7,chair,3,290.0,413.5,268.0,392.0,312.0,435.0,512.0,512.0,False
DJI_0298_0,basketball,1,357.5,403.0,248.0,294.0,467.0,512.0,512.0,512.0,True
DJI_0319_25,flower pot,1,213.5,153.5,186.0,125.0,241.0,182.0,512.0,512.0,True
DJI_0319_25,container,2,406.5,409.5,395.0,397.0,418.0,422.0,512.0,512.0,True
G0024084_2,container,1,22.0,256.0,1.0,237.0,43.0,275.0,512.0,512.0,False
G0024084_2,container,2,25.0,230.5,11.0,218.0,39.0,243.0,512.0,512.0,False
G0024084_2,umbrella,3,74.5,466.5,1.0,423.0,148.0,510.0,512.0,512.0,False
G0024017,car,1,1564.5,1049.5,1508.0,925.0,1621.0,1174.0,3000.0,2000.0,True
G0024017,car,2,1324.5,738.0,1259.0,588.0,1390.0,888.0,3000.0,2000.0,True
G0024017,pool,3,2768.0,313.5,2625.0,50.0,2911.0,577.0,3000.0,2000.0,True
G0036461_21,container,1,219.0,156.5,211.0,149.0,227.0,164.0,512.0,464.0,True
G0036461_21,umbrella,2,412.5,317.0,313.0,210.0,512.0,424.0,512.0,464.0,True
G0024060_8,car,1,160.0,406.5,99.0,301.0,221.0,512.0,512.0,512.0,False
G0024067_13,table,1,419.5,289.5,395.0,264.0,444.0,315.0,512.0,512.0,False
G0024067_13,chair,2,409.5,237.5,356.0,199.0,463.0,276.0,512.0,512.0,False
G0024067_13,chair,3,337.0,253.5,312.0,230.0,362.0,277.0,512.0,512.0,False
G0024067_13,chair,4,363.5,292.0,342.0,271.0,385.0,313.0,512.0,512.0,False
G0024067_13,table,5,320.0,295.0,299.0,270.0,341.0,320.0,512.0,512.0,False
G0024067_13,toy,6,139.0,325.0,84.0,308.0,194.0,342.0,512.0,512.0,False
G0024043_15,container,1,84.5,96.5,67.0,81.0,102.0,112.0,512.0,512.0,False
G0024043_15,container,2,156.5,151.5,139.0,139.0,174.0,164.0,512.0,512.0,False
G0024089_6,car,1,132.5,408.5,11.0,328.0,254.0,489.0,512.0,512.0,False
G0024043_8,car,1,202.0,116.5,68.0,56.0,336.0,177.0,512.0,512.0,False
G0036427_13,porch,1,248.0,451.0,130.0,397.0,366.0,505.0,512.0,512.0,False
G0036427_13,container,2,479.5,103.0,465.0,89.0,494.0,117.0,512.0,512.0,False
G0024036_0,flower pot,1,361.5,395.5,345.0,377.0,378.0,414.0,512.0,512.0,False
G0013866_0,tent,1,167.5,333.5,43.0,201.0,292.0,466.0,512.0,512.0,False
G0024068_10,pool,1,83.0,332.0,1.0,266.0,165.0,398.0,512.0,512.0,False
G0024068_10,toy,2,85.0,354.5,36.0,317.0,134.0,392.0,512.0,512.0,False
DJI_0297_10,trash bin,1,206.5,304.0,174.0,272.0,239.0,336.0,512.0,512.0,False
DJI_0297_10,trash bin,2,258.5,299.0,225.0,268.0,292.0,330.0,512.0,512.0,False
DJI_0039_9,toy,1,215.0,341.5,30.0,220.0,400.0,463.0,512.0,512.0,False
DJI_0039_9,kayak,2,213.0,339.5,28.0,218.0,398.0,461.0,512.0,512.0,False
DJI_0039_9,trash bin,3,349.5,205.5,301.0,164.0,398.0,247.0,512.0,512.0,False
DJI_0024_15,trash bin,1,111.0,391.5,60.0,349.0,162.0,434.0,416.0,512.0,False
DJI_0028_33,porch,1,317.5,203.0,130.0,29.0,505.0,377.0,512.0,512.0,False
G0024091_1,container,1,421.0,115.5,405.0,103.0,437.0,128.0,512.0,512.0,False
G0024029_15,toy,1,417.5,128.5,370.0,54.0,465.0,203.0,512.0,512.0,True
G0024029_15,container,3,444.5,270.0,419.0,239.0,470.0,301.0,512.0,512.0,True
G0036428_13,hose,1,387.0,75.5,368.0,57.0,406.0,94.0,512.0,512.0,False
G0036428_13,pot,2,496.5,332.0,482.0,316.0,511.0,348.0,512.0,512.0,False
DJI_0038_1,basketball,1,360.5,169.5,244.0,33.0,477.0,306.0,512.0,512.0,False
DJI_0038_1,container,2,176.0,209.5,160.0,194.0,192.0,225.0,512.0,512.0,False
DJI_0038_1,container,3,134.0,213.0,122.0,200.0,146.0,226.0,512.0,512.0,False
DJI_0038_1,container,4,156.5,223.5,140.0,211.0,173.0,236.0,512.0,512.0,False
G0024017_11,container,1,413.5,233.0,409.0,227.0,418.0,239.0,440.0,512.0,False
G0024017_11,container,2,404.5,291.0,400.0,286.0,409.0,296.0,440.0,512.0,False
G0024017_11,container,3,405.5,357.5,401.0,352.0,410.0,363.0,440.0,512.0,False
DJI_0030_4,trash bin,1,52.0,343.0,27.0,311.0,77.0,375.0,512.0,512.0,False
DJI_0030_4,trash bin,2,44.0,393.0,22.0,366.0,66.0,420.0,512.0,512.0,False
G0036501_6,bucket,1,185.0,126.0,167.0,110.0,203.0,142.0,512.0,512.0,False
G0024040_20,tent,1,159.5,394.5,75.0,325.0,244.0,464.0,512.0,464.0,False
G0024060_1,container,1,361.5,127.0,339.0,103.0,384.0,151.0,512.0,512.0,False
G0024060_1,trash bin,2,336.5,29.0,310.0,6.0,363.0,52.0,512.0,512.0,False
G0024060_1,trash bin,3,392.0,75.5,369.0,41.0,415.0,110.0,512.0,512.0,False
G0024060_1,container,4,409.5,349.0,396.0,337.0,423.0,361.0,512.0,512.0,False
G0024060_1,gutter,7,233.0,427.5,212.0,343.0,254.0,512.0,512.0,512.0,False
G0024060_1,gutter,8,114.5,355.5,1.0,336.0,228.0,375.0,512.0,512.0,False
G0036430_21,container,1,253.5,142.0,208.0,99.0,299.0,185.0,512.0,464.0,False
G0036430_21,hose,2,468.0,178.5,424.0,150.0,512.0,207.0,512.0,464.0,False
DJI_0293_31,container,1,150.0,165.5,131.0,146.0,169.0,185.0,416.0,512.0,False
DJI_0293_31,container,2,259.5,169.5,249.0,156.0,270.0,183.0,416.0,512.0,False
DJI_0293_31,container,3,279.0,171.5,267.0,157.0,291.0,186.0,416.0,512.0,False
DJI_0293_31,tarp,4,258.0,133.5,146.0,98.0,370.0,169.0,416.0,512.0,False
G0036496_9,flower pot,1,318.5,96.0,308.0,87.0,329.0,105.0,512.0,512.0,True
G0036496_9,container,2,202.5,119.0,191.0,108.0,214.0,130.0,512.0,512.0,True
G0036496_9,flower pot,3,348.0,87.0,336.0,74.0,360.0,100.0,512.0,512.0,True
G0024039_20,umbrella,1,371.5,244.0,294.0,172.0,449.0,316.0,512.0,464.0,False
G0024081_1,chair,1,320.0,357.0,289.0,324.0,351.0,390.0,512.0,512.0,True
G0024081_1,awning,2,143.5,134.0,22.0,1.0,265.0,267.0,512.0,512.0,True
G0024081_1,porch,3,294.0,216.0,76.0,1.0,512.0,431.0,512.0,512.0,True
G0036508_23,trash bin,1,144.0,309.0,121.0,280.0,167.0,338.0,440.0,464.0,False
G0036429_2,flower pot,1,308.0,418.5,295.0,405.0,321.0,432.0,512.0,512.0,True
G0036429_2,flower pot,2,329.0,414.5,319.0,403.0,339.0,426.0,512.0,512.0,True
G0036429_2,flower pot,3,346.0,416.5,340.0,405.0,352.0,428.0,512.0,512.0,True
G0036429_2,flower pot,4,277.5,455.5,270.0,449.0,285.0,462.0,512.0,512.0,True
G0036429_2,flower pot,5,293.5,447.0,285.0,438.0,302.0,456.0,512.0,512.0,True
G0036429_2,flower pot,6,330.5,438.5,321.0,430.0,340.0,447.0,512.0,512.0,True
G0013880_8,toy,1,215.0,380.0,198.0,364.0,232.0,396.0,512.0,512.0,False
G0013880_8,toy,2,496.0,298.0,483.0,281.0,509.0,315.0,512.0,512.0,False
G0024047_13,container,1,144.0,394.5,130.0,379.0,158.0,410.0,512.0,512.0,False
G0024047_13,container,2,222.0,384.0,208.0,369.0,236.0,399.0,512.0,512.0,False
G0013846_1,porch,1,354.5,374.5,199.0,237.0,510.0,512.0,512.0,512.0,False
G0024041_15,trash,1,74.5,98.5,41.0,49.0,108.0,148.0,512.0,512.0,True
DJI_0017_24,clutter,1,469.0,107.0,426.0,70.0,512.0,144.0,512.0,512.0,False
DJI_0017_24,toy,2,316.0,395.5,294.0,384.0,338.0,407.0,512.0,512.0,False
DJI_0017_24,toy,3,235.0,213.5,220.0,198.0,250.0,229.0,512.0,512.0,False
DJI_0017_24,toy,4,385.5,96.5,361.0,73.0,410.0,120.0,512.0,512.0,False
DJI_0001_42,container,1,473.0,269.0,448.0,242.0,498.0,296.0,512.0,440.0,False
G0024055_22,flower pot,1,357.5,274.0,342.0,263.0,373.0,285.0,512.0,464.0,False
G0024055_22,container,2,395.0,255.5,386.0,248.0,404.0,263.0,512.0,464.0,False
G0013859_19,container,1,278.5,161.0,256.0,141.0,301.0,181.0,512.0,464.0,False
G0013845_12,car,1,151.0,407.0,1.0,321.0,301.0,493.0,512.0,512.0,True
G0036464_20,toy,1,239.0,370.5,215.0,345.0,263.0,396.0,512.0,464.0,False
G0036464_20,toy,2,146.5,371.5,122.0,348.0,171.0,395.0,512.0,464.0,False
G0036464_20,toy,3,88.0,246.0,54.0,190.0,122.0,302.0,512.0,464.0,False
G0036464_20,toy,4,54.5,195.0,29.0,151.0,80.0,239.0,512.0,464.0,False
G0036464_20,toy,5,442.5,28.0,418.0,3.0,467.0,53.0,512.0,464.0,False
G0024060_10,container,1,289.5,269.0,270.0,251.0,309.0,287.0,512.0,512.0,False
G0024060_10,container,2,288.5,306.5,265.0,285.0,312.0,328.0,512.0,512.0,False
G0024060_10,gutter,3,164.5,206.0,90.0,177.0,239.0,235.0,512.0,512.0,False
G0024060_10,gutter,4,368.5,219.0,225.0,197.0,512.0,241.0,512.0,512.0,False
G0024060_10,car,5,40.0,335.0,1.0,183.0,79.0,487.0,512.0,512.0,False
G0024060_10,car,6,33.0,76.5,1.0,1.0,65.0,152.0,512.0,512.0,False
G0013865_2,table,1,380.0,392.0,329.0,341.0,431.0,443.0,512.0,512.0,False
G0013865_2,toy,2,418.5,495.5,378.0,479.0,459.0,512.0,512.0,512.0,False
G0024019_12,porch,1,367.0,157.0,222.0,1.0,512.0,313.0,512.0,512.0,False
G0024019_12,chair,2,429.5,252.0,398.0,205.0,461.0,299.0,512.0,512.0,False
G0024019_12,table,3,469.0,242.0,452.0,220.0,486.0,264.0,512.0,512.0,False
G0013863_20,tent,1,137.5,64.5,41.0,2.0,234.0,127.0,512.0,464.0,True
G0024040_10,car,1,199.0,63.5,72.0,2.0,326.0,125.0,512.0,512.0,False
G0013867_3,air conditioner,1,178.5,348.0,149.0,317.0,208.0,379.0,512.0,512.0,False
G0024084_7,container,1,445.5,201.5,427.0,186.0,464.0,217.0,512.0,512.0,False
G0024084_7,container,2,337.0,207.0,327.0,190.0,347.0,224.0,512.0,512.0,False
G0024069_1,chair,1,341.5,363.0,311.0,333.0,372.0,393.0,512.0,512.0,False
DJI_0294_2,flower pot,1,280.5,456.5,262.0,437.0,299.0,476.0,512.0,512.0,False
G0036557_2,flower pot,1,188.0,418.0,177.0,409.0,199.0,427.0,512.0,512.0,False
G0036557_2,flower pot,2,169.5,436.5,149.0,420.0,190.0,453.0,512.0,512.0,False
G0036557_2,flower pot,3,64.0,425.0,55.0,417.0,73.0,433.0,512.0,512.0,False
DJI_0039_27,flower pot,1,108.0,29.0,84.0,8.0,132.0,50.0,512.0,512.0,True
G0013836_5,car,1,356.5,410.5,288.0,309.0,425.0,512.0,440.0,512.0,False
G0013858_5,trash bin,1,98.0,342.5,58.0,304.0,138.0,381.0,440.0,512.0,False
G0024068_2,table,1,95.5,326.0,59.0,278.0,132.0,374.0,512.0,512.0,False
G0024068_2,porch,2,106.5,345.5,1.0,185.0,212.0,506.0,512.0,512.0,False
G0024068_2,container,3,74.5,47.0,48.0,23.0,101.0,71.0,512.0,512.0,False
G0024068_2,container,4,28.5,52.0,6.0,28.0,51.0,76.0,512.0,512.0,False
G0024068_2,flower pot,5,44.5,283.0,27.0,264.0,62.0,302.0,512.0,512.0,False
G0013868_0,car,1,163.0,144.0,41.0,53.0,285.0,235.0,512.0,512.0,False
G0013876_11,chair,1,335.0,340.5,283.0,298.0,387.0,383.0,440.0,512.0,False
G0024069_19,trash bin,1,324.0,68.0,304.0,48.0,344.0,88.0,512.0,464.0,False
G0024069_19,trash bin,2,284.0,60.0,255.0,32.0,313.0,88.0,512.0,464.0,False
G0024069_19,container,3,364.0,148.0,357.0,141.0,371.0,155.0,512.0,464.0,False
G0024069_19,porch,4,399.5,279.0,293.0,99.0,506.0,459.0,512.0,464.0,False
G0036427_14,container,1,418.0,420.0,412.0,415.0,424.0,425.0,512.0,512.0,False
G0036427_14,container,2,417.5,433.0,408.0,426.0,427.0,440.0,512.0,512.0,False
G0036427_14,container,3,502.0,323.0,492.0,312.0,512.0,334.0,512.0,512.0,False
DJI_0325_25,umbrella,1,451.0,138.5,390.0,4.0,512.0,273.0,512.0,512.0,False
G0024061_7,table,1,355.5,70.5,328.0,26.0,383.0,115.0,512.0,512.0,False
G0024061_7,chair,2,303.0,78.0,281.0,52.0,325.0,104.0,512.0,512.0,False
G0024061_7,chair,3,357.0,22.0,330.0,3.0,384.0,41.0,512.0,512.0,False
G0013876_10,pool,1,294.0,319.0,76.0,127.0,512.0,511.0,512.0,512.0,False
DJI_0028_13,container,1,76.5,496.5,66.0,486.0,87.0,507.0,512.0,512.0,False
DJI_0004_10,pot,1,311.5,335.5,291.0,318.0,332.0,353.0,512.0,512.0,False
DJI_0004_10,pot,2,99.0,207.0,80.0,191.0,118.0,223.0,512.0,512.0,False
DJI_0004_10,pot,3,319.5,367.0,292.0,346.0,347.0,388.0,512.0,512.0,False
DJI_0004_10,pot,4,99.5,249.0,65.0,220.0,134.0,278.0,512.0,512.0,False
G0036463_21,container,1,21.0,129.0,6.0,109.0,36.0,149.0,512.0,464.0,True
G0036463_21,container,2,86.5,55.5,67.0,38.0,106.0,73.0,512.0,464.0,True
G0036463_21,toy,3,98.5,324.5,81.0,304.0,116.0,345.0,512.0,464.0,True
G0036463_21,clutter,4,100.5,192.5,14.0,64.0,187.0,321.0,512.0,464.0,True
G0036484_10,trash bin,1,377.5,396.5,360.0,379.0,395.0,414.0,512.0,512.0,False
DJI_0294_31,gutter,1,259.0,484.5,215.0,462.0,303.0,507.0,416.0,512.0,False
G0024055_6,car,1,185.0,269.5,98.0,141.0,272.0,398.0,512.0,512.0,False
G0024083_18,container,1,247.5,95.0,229.0,80.0,266.0,110.0,512.0,464.0,False
G0024070_22,tarp,1,49.5,176.5,14.0,134.0,85.0,219.0,512.0,464.0,False
G0036464_15,toy,1,59.5,482.0,42.0,464.0,77.0,500.0,512.0,512.0,True
G0024070_12,toy,1,318.5,41.0,278.0,11.0,359.0,71.0,512.0,512.0,False
G0024070_12,toy,2,250.0,51.5,213.0,23.0,287.0,80.0,512.0,512.0,False
G0024070_12,toy,3,243.5,24.0,210.0,1.0,277.0,47.0,512.0,512.0,False
G0024070_12,pool,5,430.0,55.5,353.0,1.0,507.0,110.0,512.0,512.0,False
G0024075_8,container,1,208.5,322.5,192.0,310.0,225.0,335.0,512.0,512.0,False
G0024075_8,container,2,188.5,335.0,170.0,326.0,207.0,344.0,512.0,512.0,False
G0036473_15,bucket,1,224.5,145.5,207.0,129.0,242.0,162.0,512.0,512.0,False
G0036473_15,bucket,2,244.5,172.0,227.0,160.0,262.0,184.0,512.0,512.0,False
G0036473_15,container,3,476.0,208.5,440.0,187.0,512.0,230.0,512.0,512.0,False
G0036473_15,container,4,474.5,247.5,437.0,223.0,512.0,272.0,512.0,512.0,False
G0024058_15,container,1,17.5,124.5,5.0,112.0,30.0,137.0,512.0,512.0,False
G0024058_15,container,2,13.0,141.0,1.0,130.0,25.0,152.0,512.0,512.0,False
G0024049_10,table,1,258.5,36.5,217.0,1.0,300.0,72.0,512.0,512.0,False
G0024049_10,toy,2,248.5,180.0,236.0,164.0,261.0,196.0,512.0,512.0,False
G0024049_10,chair,3,79.0,233.5,44.0,202.0,114.0,265.0,512.0,512.0,False
G0024049_10,toy,4,29.5,194.5,1.0,149.0,58.0,240.0,512.0,512.0,False
G0024029_7,umbrella,1,428.0,466.5,369.0,421.0,487.0,512.0,512.0,512.0,False
G0024055_11,trash,1,181.0,383.5,156.0,357.0,206.0,410.0,440.0,512.0,False
G0013886_2,car,1,424.0,317.0,336.0,134.0,512.0,500.0,512.0,512.0,False
G0036431_8,pool,1,325.5,47.5,174.0,1.0,477.0,94.0,512.0,512.0,False
G0013843_2,container,1,63.5,323.0,50.0,306.0,77.0,340.0,512.0,512.0,True
G0013843_2,container,2,26.0,415.0,14.0,406.0,38.0,424.0,512.0,512.0,True
G0013843_2,container,3,8.0,411.0,1.0,398.0,15.0,424.0,512.0,512.0,True
G0013843_2,flower pot,4,64.5,324.0,48.0,310.0,81.0,338.0,512.0,512.0,True
G0013843_2,flower pot,5,23.5,417.0,11.0,404.0,36.0,430.0,512.0,512.0,True
G0024033_13,container,1,183.0,93.5,175.0,86.0,191.0,101.0,512.0,512.0,True
G0024071_4,container,1,178.0,206.0,160.0,188.0,196.0,224.0,512.0,512.0,True
G0024071_4,toy,2,245.0,395.0,180.0,283.0,310.0,507.0,512.0,512.0,True
G0024071_4,kayak,3,247.5,397.0,185.0,285.0,310.0,509.0,512.0,512.0,True
G0013885_8,pot,1,168.5,451.5,150.0,435.0,187.0,468.0,512.0,512.0,False
G0013833_14,pool,1,270.5,242.0,81.0,1.0,460.0,483.0,512.0,512.0,False
G0013833_14,toy,2,70.5,22.5,48.0,1.0,93.0,44.0,512.0,512.0,False
G0013833_14,toy,3,67.0,49.5,45.0,27.0,89.0,72.0,512.0,512.0,False
G0024060_19,car,1,434.0,272.0,356.0,195.0,512.0,349.0,512.0,464.0,False
G0024036_2,container,1,259.0,130.0,246.0,116.0,272.0,144.0,512.0,512.0,False
G0024036_2,container,2,273.0,275.0,259.0,260.0,287.0,290.0,512.0,512.0,False
G0024036_2,container,3,3.5,330.5,1.0,316.0,6.0,345.0,512.0,512.0,False
G0013876_16,table,1,452.0,404.0,392.0,333.0,512.0,475.0,512.0,512.0,True
DJI_0017_17,flower pot,2,375.5,234.5,352.0,207.0,399.0,262.0,512.0,512.0,False
DJI_0024_16,basketball,1,368.5,434.5,271.0,357.0,466.0,512.0,512.0,512.0,False
G0013831_2,air conditioner,1,139.5,145.5,118.0,128.0,161.0,163.0,512.0,512.0,False
G0013831_2,air conditioner,2,74.0,143.5,52.0,121.0,96.0,166.0,512.0,512.0,False
G0013831_2,container,4,296.5,50.0,285.0,40.0,308.0,60.0,512.0,512.0,False
G0013831_2,container,5,295.5,32.5,286.0,24.0,305.0,41.0,512.0,512.0,False
G0013831_2,flower pot,6,296.0,33.0,287.0,25.0,305.0,41.0,512.0,512.0,False
G0013831_2,flower pot,7,296.5,49.0,287.0,40.0,306.0,58.0,512.0,512.0,False
DJI_0308_16,umbrella,1,77.0,325.5,3.0,214.0,151.0,437.0,512.0,512.0,False
G0036449_23,container,1,49.5,337.5,30.0,322.0,69.0,353.0,440.0,464.0,False
G0013859_14,container,1,420.5,211.0,404.0,189.0,437.0,233.0,512.0,512.0,True
DJI_0009_2,toy,1,252.5,318.0,231.0,303.0,274.0,333.0,512.0,512.0,False
DJI_0009_2,pot,2,255.5,204.0,231.0,178.0,280.0,230.0,512.0,512.0,False
DJI_0009_2,toy,3,338.0,493.5,328.0,484.0,348.0,503.0,512.0,512.0,False
DJI_0318_8,container,1,46.0,223.5,10.0,190.0,82.0,257.0,512.0,512.0,False
G0013866_8,toy,1,103.0,311.5,68.0,277.0,138.0,346.0,512.0,512.0,False
G0013889_14,chair,1,95.0,253.5,62.0,200.0,128.0,307.0,512.0,512.0,False
G0013889_14,porch,2,194.0,300.0,1.0,90.0,387.0,510.0,512.0,512.0,False
G0024074_14,flower pot,1,55.5,471.0,39.0,448.0,72.0,494.0,512.0,512.0,True
G0024074_14,flower pot,2,38.0,484.0,28.0,470.0,48.0,498.0,512.0,512.0,True
G0024074_14,container,3,56.0,466.5,40.0,445.0,72.0,488.0,512.0,512.0,True
G0024074_14,container,4,37.5,480.0,28.0,466.0,47.0,494.0,512.0,512.0,True
DJI_0318_7,flower pot,1,186.5,265.0,163.0,233.0,210.0,297.0,416.0,512.0,False
G0024036_19,pool,1,343.5,350.0,192.0,236.0,495.0,464.0,512.0,464.0,False
G0024038_2,flower pot,1,277.0,305.5,264.0,291.0,290.0,320.0,512.0,512.0,False
G0024038_2,tent,2,136.0,431.0,40.0,350.0,232.0,512.0,512.0,512.0,False
G0024038_2,umbrella,3,424.0,234.0,340.0,151.0,508.0,317.0,512.0,512.0,False
G0024068_8,container,1,164.0,138.0,155.0,128.0,173.0,148.0,512.0,512.0,False
G0024068_8,flower pot,2,165.5,139.0,158.0,132.0,173.0,146.0,512.0,512.0,False
G0036463_2,container,1,379.0,248.0,370.0,238.0,388.0,258.0,512.0,512.0,False
G0013843_1,container,1,341.0,174.0,329.0,164.0,353.0,184.0,512.0,512.0,False
G0013843_1,container,2,337.5,195.5,326.0,183.0,349.0,208.0,512.0,512.0,False
G0013843_1,container,3,355.5,224.0,341.0,211.0,370.0,237.0,512.0,512.0,False
G0013843_1,container,4,444.0,260.0,432.0,247.0,456.0,273.0,512.0,512.0,False
G0013843_1,container,5,459.5,431.5,443.0,415.0,476.0,448.0,512.0,512.0,False
G0013843_1,container,6,488.5,424.5,479.0,414.0,498.0,435.0,512.0,512.0,False
G0013843_1,flower pot,8,378.5,182.0,363.0,156.0,394.0,208.0,512.0,512.0,False
G0013843_1,porch,9,367.0,213.5,318.0,106.0,416.0,321.0,512.0,512.0,False
DJI_0004_25,pot,1,475.5,209.0,453.0,186.0,498.0,232.0,512.0,512.0,False
DJI_0004_25,pot,2,444.5,217.0,420.0,193.0,469.0,241.0,512.0,512.0,False
DJI_0004_25,pot,3,457.5,177.0,444.0,164.0,471.0,190.0,512.0,512.0,False
DJI_0004_25,pot,4,499.5,180.5,487.0,169.0,512.0,192.0,512.0,512.0,False
DJI_0004_25,pot,5,403.5,225.5,377.0,203.0,430.0,248.0,512.0,512.0,False
DJI_0004_25,pot,6,394.5,195.5,380.0,180.0,409.0,211.0,512.0,512.0,False
G0024061_22,table,1,303.5,123.5,274.0,95.0,333.0,152.0,512.0,464.0,True
G0013842_6,car,1,178.5,400.0,36.0,321.0,321.0,479.0,512.0,512.0,False
G0024090_6,car,1,92.0,77.0,1.0,6.0,183.0,148.0,512.0,512.0,False
G0036444_4,container,1,401.0,178.0,388.0,166.0,414.0,190.0,512.0,512.0,False
G0036444_4,container,2,427.0,174.0,409.0,159.0,445.0,189.0,512.0,512.0,False
G0024019_4,flower pot,1,370.0,167.0,360.0,159.0,380.0,175.0,512.0,512.0,True
G0024019_4,car,2,204.0,364.0,101.0,306.0,307.0,422.0,512.0,512.0,True
G0024070_6,pool,1,428.0,437.5,345.0,363.0,511.0,512.0,512.0,512.0,False
DJI_0007_40,pot,1,479.0,281.0,460.0,257.0,498.0,305.0,512.0,440.0,True
DJI_0299_17,tarp,1,356.5,203.0,280.0,152.0,433.0,254.0,512.0,512.0,False
DJI_0299_17,clutter,2,298.5,163.0,89.0,101.0,508.0,225.0,512.0,512.0,False
G0013870_12,car,1,286.0,328.0,105.0,186.0,467.0,470.0,512.0,512.0,False
G0013849_13,table,1,270.5,372.5,223.0,284.0,318.0,461.0,512.0,512.0,False
G0013849_13,porch,2,281.0,282.0,90.0,52.0,472.0,512.0,512.0,512.0,False
G0024085_20,container,1,99.5,345.5,86.0,329.0,113.0,362.0,512.0,464.0,False
G0024085_20,chair,2,160.5,423.0,135.0,382.0,186.0,464.0,512.0,464.0,False
G0013868_12,car,1,201.5,380.0,68.0,248.0,335.0,512.0,512.0,512.0,True
G0036442_8,toy,1,385.0,270.0,362.0,236.0,408.0,304.0,512.0,512.0,False
G0036442_8,container,2,487.5,235.0,476.0,225.0,499.0,245.0,512.0,512.0,False
G0013842_1,car,1,195.5,280.5,33.0,206.0,358.0,355.0,512.0,512.0,False
G0013842_1,container,2,263.0,158.0,249.0,143.0,277.0,173.0,512.0,512.0,False
G0036498_9,flower pot,1,45.5,445.0,24.0,429.0,67.0,461.0,512.0,512.0,True
G0036498_9,flower pot,2,286.0,475.5,273.0,464.0,299.0,487.0,512.0,512.0,True
G0036431_15,container,1,49.5,161.0,16.0,133.0,83.0,189.0,512.0,512.0,False
G0036453_15,flower pot,1,155.0,148.5,142.0,134.0,168.0,163.0,512.0,512.0,False
G0036453_15,pot,2,13.5,167.5,1.0,154.0,26.0,181.0,512.0,512.0,False
G0013866_9,air conditioner,1,253.5,225.5,229.0,201.0,278.0,250.0,512.0,512.0,False
G0024067_1,table,1,379.5,213.0,350.0,184.0,409.0,242.0,512.0,512.0,False
G0024067_1,porch,2,404.0,153.5,303.0,1.0,505.0,306.0,512.0,512.0,False
G0024057_15,container,1,152.0,314.5,139.0,303.0,165.0,326.0,512.0,512.0,False
G0024057_15,container,2,150.0,329.5,139.0,319.0,161.0,340.0,512.0,512.0,False
G0013831_13,toy,1,108.5,382.0,82.0,348.0,135.0,416.0,512.0,512.0,True
DJI_0325_18,flower pot,1,26.0,314.5,2.0,293.0,50.0,336.0,512.0,512.0,True
DJI_0325_18,flower pot,2,324.0,337.0,302.0,305.0,346.0,369.0,512.0,512.0,True
G0013859_12,container,1,483.5,469.0,464.0,452.0,503.0,486.0,512.0,512.0,False
DJI_0292_12,trash bin,1,154.5,216.0,128.0,185.0,181.0,247.0,512.0,512.0,False
DJI_0292_12,trash bin,2,195.5,257.0,171.0,223.0,220.0,291.0,512.0,512.0,False
DJI_0292_12,trash bin,3,270.5,268.0,243.0,236.0,298.0,300.0,512.0,512.0,False
DJI_0017_32,toy,1,334.0,445.0,322.0,429.0,346.0,461.0,512.0,512.0,True
DJI_0017_32,toy,2,299.5,53.0,270.0,33.0,329.0,73.0,512.0,512.0,True
DJI_0017_32,toy,3,456.5,124.5,447.0,115.0,466.0,134.0,512.0,512.0,True
DJI_0017_32,flower pot,4,429.0,465.0,399.0,436.0,459.0,494.0,512.0,512.0,True
DJI_0017_32,flower pot,5,133.5,453.5,102.0,423.0,165.0,484.0,512.0,512.0,True
DJI_0017_32,toy,6,188.0,429.5,176.0,420.0,200.0,439.0,512.0,512.0,True
DJI_0017_32,toy,7,119.5,473.0,111.0,465.0,128.0,481.0,512.0,512.0,True
G0024059_23,gutter,1,213.0,387.5,1.0,373.0,425.0,402.0,440.0,464.0,False
G0024059_23,gutter,2,426.0,192.0,412.0,1.0,440.0,383.0,440.0,464.0,False
DJI_0293_26,porch,1,80.0,351.0,18.0,190.0,142.0,512.0,512.0,512.0,False
G0024080_14,container,1,376.5,131.5,358.0,119.0,395.0,144.0,512.0,512.0,False
G0024080_14,container,2,494.0,145.5,482.0,135.0,506.0,156.0,512.0,512.0,False
G0024080_14,container,3,19.0,361.0,1.0,343.0,37.0,379.0,512.0,512.0,False
G0024080_14,flower pot,4,18.0,360.0,1.0,346.0,35.0,374.0,512.0,512.0,False
G0024080_14,chair,6,56.0,129.0,25.0,101.0,87.0,157.0,512.0,512.0,False
DJI_0014_33,flower pot,1,369.0,255.5,357.0,237.0,381.0,274.0,512.0,512.0,False
DJI_0293_30,flower pot,1,289.0,277.5,274.0,256.0,304.0,299.0,512.0,512.0,True
DJI_0293_30,container,2,242.5,282.5,212.0,257.0,273.0,308.0,512.0,512.0,True
G0013856_22,chair,1,191.5,166.5,163.0,145.0,220.0,188.0,512.0,464.0,False
G0036465_15,toy,1,46.5,431.5,16.0,408.0,77.0,455.0,512.0,512.0,False
G0036465_15,container,2,60.0,28.5,40.0,11.0,80.0,46.0,512.0,512.0,False
G0013840_10,table,1,80.0,104.5,39.0,67.0,121.0,142.0,512.0,512.0,True
